Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Amp
High Voltage:,1300
Conversion Gain:,2048
Coarse Gain:,64
Fine Gain:,2.49
Upper Discriminator:,2096
Lower Discriminator:,27
Calibration Coefficients:Elapsed Real Time:,483.67
Elapsed Live Time:,150.36
Start Time:,January 21, 2020, 01:16:50
End Time:,January 21, 2020, 01:25:22
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,71
1,,257
2,,442
3,,595
4,,868
5,,1443
6,,2588
7,,4889
8,,9011
9,,13978
10,,17225
11,,15095
12,,9092
13,,7808
14,,8842
15,,10713
16,,12619
17,,15050
18,,18324
19,,22887
20,,30534
21,,41621
22,,54938
23,,72381
24,,83505
25,,90609
26,,95751
27,,101354
28,,106784
29,,111996
30,,116669
31,,121072
32,,127078
33,,133665
34,,140712
35,,147299
36,,152607
37,,159830
38,,165913
39,,173617
40,,180438
41,,188825
42,,195475
43,,206473
44,,213524
45,,224154
46,,231858
47,,239826
48,,246095
49,,254590
50,,260240
51,,265758
52,,271102
53,,276324
54,,279011
55,,283961
56,,284209
57,,288019
58,,287153
59,,285971
60,,283470
61,,281235
62,,274751
63,,268632
64,,260881
65,,255349
66,,244489
67,,236406
68,,226043
69,,216437
70,,205448
71,,196118
72,,183862
73,,175488
74,,163956
75,,154448
76,,145171
77,,136633
78,,126579
79,,118068
80,,109655
81,,102390
82,,94220
83,,87702
84,,80742
85,,75236
86,,69129
87,,64016
88,,58451
89,,54191
90,,50153
91,,46454
92,,42733
93,,40013
94,,36663
95,,34464
96,,32256
97,,30230
98,,28357
99,,27220
100,,25790
101,,25153
102,,23987
103,,23466
104,,23139
105,,22836
106,,22349
107,,22748
108,,22756
109,,23574
110,,23497
111,,24458
112,,25024
113,,25723
114,,26876
115,,27565
116,,28628
117,,30326
118,,31407
119,,32940
120,,33955
121,,35870
122,,36881
123,,38172
124,,39567
125,,41184
126,,42547
127,,44017
128,,45196
129,,46935
130,,47575
131,,49087
132,,49784
133,,50644
134,,51168
135,,52520
136,,52808
137,,53681
138,,53720
139,,53987
140,,53890
141,,54156
142,,53900
143,,53961
144,,53584
145,,53015
146,,52421
147,,52342
148,,51655
149,,51398
150,,50255
151,,49541
152,,48426
153,,47596
154,,47083
155,,46116
156,,44799
157,,44384
158,,43263
159,,41850
160,,40952
161,,40279
162,,39356
163,,38928
164,,37438
165,,37033
166,,35939
167,,35170
168,,34475
169,,33752
170,,33082
171,,32518
172,,31728
173,,31131
174,,30382
175,,29869
176,,29094
177,,29045
178,,28363
179,,28188
180,,27383
181,,27349
182,,26764
183,,26004
184,,26174
185,,25510
186,,25175
187,,25304
188,,25181
189,,24974
190,,24602
191,,24505
192,,24577
193,,24708
194,,24577
195,,24338
196,,24257
197,,24767
198,,24996
199,,25038
200,,25324
201,,25346
202,,25542
203,,25692
204,,26281
205,,26370
206,,27271
207,,27583
208,,28225
209,,28554
210,,29012
211,,29360
212,,30008
213,,31487
214,,31333
215,,32313
