Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Amp
High Voltage:,1300
Conversion Gain:,2048
Coarse Gain:,4
Fine Gain:,1.30
Upper Discriminator:,2096
Lower Discriminator:,27
Calibration Coefficients:Elapsed Real Time:,359.13
Elapsed Live Time:,300.88
Start Time:,January 21, 2020, 12:45:18
End Time:,January 21, 2020, 12:51:17
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,138
1,,18
2,,20
3,,17
4,,23
5,,26
6,,36
7,,31
8,,39
9,,37
10,,48
11,,60
12,,59
13,,57
14,,68
15,,87
16,,94
17,,104
18,,113
19,,187
20,,341
21,,1222
22,,4421
23,,8293
24,,10423
25,,12539
26,,14753
27,,17018
28,,19565
29,,21880
30,,23718
31,,26045
32,,27581
33,,29352
34,,30728
35,,31216
36,,30881
37,,30976
38,,30081
39,,28985
40,,27450
41,,26020
42,,24348
43,,22828
44,,21075
45,,19326
46,,17670
47,,16065
48,,14200
49,,12962
50,,11731
51,,10524
52,,9535
53,,8589
54,,7645
55,,7188
56,,6437
57,,6160
58,,5650
59,,5387
60,,5116
61,,4985
62,,4778
63,,4668
64,,4664
65,,4603
66,,4460
67,,4454
68,,4452
69,,4511
70,,4177
71,,4378
72,,4467
73,,4416
74,,4365
75,,4373
76,,4440
77,,4417
78,,4529
79,,4514
80,,4620
81,,4705
82,,4587
83,,4587
84,,4628
85,,4616
86,,4834
87,,4937
88,,5057
89,,5042
90,,5080
91,,5084
92,,5087
93,,5304
94,,5316
95,,5308
96,,5339
97,,5278
98,,5355
99,,5330
100,,5343
101,,5357
102,,5295
103,,5422
104,,5263
105,,5301
106,,5272
107,,5254
108,,4950
109,,5145
110,,5023
111,,4872
112,,4842
113,,4928
114,,4733
115,,4870
116,,4610
117,,4587
118,,4520
119,,4443
120,,4280
121,,4408
122,,4361
123,,4319
124,,4135
125,,4210
126,,4149
127,,4170
128,,4016
129,,4063
130,,3992
131,,3989
132,,3896
133,,3938
134,,3797
135,,3950
136,,3872
137,,3823
138,,3894
139,,3852
140,,3799
141,,3804
142,,3786
143,,3832
144,,3740
145,,3812
146,,3646
147,,3754
148,,3622
149,,3784
150,,3802
151,,3794
152,,3678
153,,3691
154,,3742
155,,3778
156,,3766
157,,3826
158,,3818
159,,3821
160,,3843
161,,3764
162,,3762
163,,3834
164,,3846
165,,3855
166,,3729
167,,3777
168,,3864
169,,3777
170,,3751
171,,3739
172,,3779
173,,3875
174,,3985
175,,3756
176,,3820
177,,3789
178,,3743
179,,3792
180,,3854
181,,3832
182,,3728
183,,3647
184,,3883
185,,3897
186,,3781
187,,3916
188,,3871
189,,3790
190,,3820
191,,3851
192,,3717
193,,3890
194,,3716
195,,3931
196,,3895
197,,3926
198,,3765
199,,3943
200,,3969
201,,3871
202,,3769
203,,3945
204,,3825
205,,3975
206,,3885
207,,3876
208,,3849
209,,3996
210,,3973
211,,4001
212,,4002
213,,4033
214,,3953
215,,3919
216,,3947
217,,4069
218,,3952
219,,4098
220,,4032
221,,4107
222,,4211
223,,4111
224,,4190
225,,4173
226,,4226
227,,4227
228,,4366
229,,4435
230,,4503
231,,4507
232,,4486
233,,4634
234,,4574
235,,4576
236,,4712
237,,4876
238,,4809
239,,4870
240,,4809
241,,4936
242,,4958
243,,5035
244,,5123
245,,5165
246,,5117
247,,5335
248,,5330
249,,5310
250,,5422
251,,5474
252,,5454
253,,5589
254,,5497
255,,5568
256,,5732
257,,5650
258,,5714
259,,5789
260,,5602
261,,5708
262,,5739
263,,5821
264,,5652
265,,5848
266,,5803
267,,5710
268,,5751
269,,5697
270,,5724
271,,5724
272,,5725
273,,5877
274,,5722
275,,5571
276,,5749
277,,5599
278,,5666
279,,5463
280,,5504
281,,5585
282,,5495
283,,5378
284,,5547
285,,5472
286,,5422
287,,5387
288,,5362
289,,5279
290,,5191
291,,5320
292,,5199
293,,5148
294,,5020
295,,5111
296,,4986
297,,5048
298,,4971
299,,4997
300,,4908
301,,5021
302,,4845
303,,4826
304,,4711
305,,4942
306,,4782
307,,4797
308,,4823
309,,4582
310,,4651
311,,4659
312,,4559
313,,4654
314,,4664
315,,4571
316,,4531
317,,4455
318,,4382
319,,4421
320,,4350
321,,4318
322,,4405
323,,4441
324,,4427
325,,4230
326,,4248
327,,4349
328,,4185
329,,4313
330,,4246
331,,4295
332,,4141
333,,4241
334,,4103
335,,4065
336,,4134
337,,4082
338,,4179
339,,4010
340,,4010
341,,4012
342,,4009
343,,3906
344,,3961
345,,4015
346,,4021
