Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Amp
High Voltage:,1300
Conversion Gain:,2048
Coarse Gain:,4
Fine Gain:,1.20
Upper Discriminator:,2096
Lower Discriminator:,27
Calibration Coefficients:Elapsed Real Time:,324.31
Elapsed Live Time:,301.49
Start Time:,January 14, 2020, 12:28:12
End Time:,January 14, 2020, 12:33:36
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,1
5,,0
6,,1
7,,1
8,,0
9,,4
10,,1
11,,2
12,,10
13,,7
14,,4
15,,7
16,,8
17,,10
18,,30
19,,40
20,,189
21,,1249
22,,11710
23,,24815
24,,31761
25,,38789
26,,44119
27,,48935
28,,51933
29,,52851
30,,52608
31,,51127
32,,48005
33,,45439
34,,41889
35,,36981
36,,32884
37,,28352
38,,24182
39,,20296
40,,17157
41,,14150
42,,11680
43,,9926
44,,8069
45,,6892
46,,5680
47,,4807
48,,4147
49,,3641
50,,3325
51,,2953
52,,2792
53,,2901
54,,2754
55,,2716
56,,2829
57,,3024
58,,2993
59,,3125
60,,3267
61,,3422
62,,3493
63,,3469
64,,3641
65,,3752
66,,3892
67,,3858
68,,4017
69,,4015
70,,4193
71,,4291
72,,4479
73,,4455
74,,4491
75,,4566
76,,4809
77,,4759
78,,4910
79,,5189
80,,5185
81,,5667
82,,5738
83,,5829
84,,6149
85,,6569
86,,6969
87,,7437
88,,8121
89,,8699
90,,9105
91,,9867
92,,10318
93,,10931
94,,11434
95,,11813
96,,12175
97,,12520
98,,12733
99,,12813
100,,12810
101,,12630
102,,12264
103,,11968
104,,11498
105,,11076
106,,10602
107,,9918
108,,9107
109,,8667
110,,7770
111,,7087
112,,6332
113,,5665
114,,5113
115,,4601
116,,4156
117,,3665
118,,3216
119,,2890
120,,2713
121,,2325
122,,2205
123,,2010
124,,1865
125,,1826
126,,1720
127,,1762
128,,1630
129,,1703
130,,1753
131,,1700
132,,1698
133,,1739
134,,1706
135,,1813
136,,1913
137,,1878
138,,1860
139,,1875
140,,1968
141,,1978
142,,2069
143,,2022
144,,1966
145,,1902
146,,1890
147,,1962
148,,1984
149,,1883
150,,1827
151,,1779
152,,1703
153,,1738
154,,1576
155,,1600
156,,1511
157,,1445
158,,1412
159,,1352
160,,1299
161,,1326
162,,1297
163,,1210
164,,1222
165,,1141
166,,1185
167,,1128
168,,1148
169,,1114
170,,1149
171,,1170
172,,1164
173,,1197
174,,1178
175,,1133
176,,1198
177,,1175
178,,1218
179,,1166
180,,1233
181,,1229
182,,1296
183,,1236
184,,1264
185,,1295
186,,1294
187,,1240
188,,1340
189,,1327
190,,1262
191,,1334
192,,1240
193,,1331
194,,1345
195,,1269
196,,1318
197,,1329
198,,1370
199,,1419
200,,1318
201,,1334
202,,1384
203,,1347
204,,1303
205,,1315
206,,1287
207,,1319
208,,1295
209,,1231
210,,1239
211,,1230
212,,1195
213,,1230
214,,1176
215,,1179
216,,1051
217,,1193
218,,1100
219,,1145
220,,1147
221,,1080
222,,1080
223,,1081
224,,1075
225,,1119
226,,1084
227,,1027
228,,1031
229,,967
230,,1009
231,,1053
232,,939
233,,953
234,,961
235,,969
236,,962
237,,946
238,,909
239,,935
240,,900
241,,951
242,,840
243,,886
244,,850
245,,863
246,,834
247,,842
248,,800
249,,818
250,,802
251,,755
252,,779
253,,774
254,,737
255,,749
256,,780
257,,746
258,,719
259,,727
260,,701
261,,691
262,,730
263,,662
264,,645
265,,708
266,,674
267,,666
268,,621
269,,600
270,,584
271,,624
272,,573
273,,587
274,,558
275,,588
276,,595
277,,573
278,,586
279,,589
280,,567
281,,510
282,,555
283,,518
284,,538
285,,496
286,,569
287,,526
288,,514
289,,546
290,,514
291,,555
292,,480
293,,482
294,,482
295,,512
296,,516
297,,504
298,,487
299,,520
300,,554
301,,517
302,,546
303,,530
304,,533
305,,541
306,,538
307,,531
308,,615
309,,596
310,,560
311,,637
312,,618
313,,638
314,,667
315,,667
316,,697
317,,687
318,,728
319,,771
320,,766
321,,776
322,,808
323,,802
324,,873
325,,869
326,,888
327,,923
328,,983
329,,972
330,,999
331,,1046
332,,1043
333,,1102
